headline,label
ಹೊಸ ದಾಖಲೆಯ ಸನಿಹದಲ್ಲಿ ಎಂ. ಎಸ್. ಧೋನಿ..!,sports
ಅಂಡರ್-19 ಏಷ್ಯಾ ಕಪ್: ಅಫ್ಘನ್ನರಿಗೆ ಸೋಲುಣಿಸಿ ಸೆಮಿ ಫೈನಲ್​​ಗೆ ಲಗ್ಗೆ ಇಟ್ಟ ಭಾರತ,sports
ಬಿಡುಗಡೆಯಾಯಿತು ಅಧ್ಯಕ್ಷ ಶರಣ್​ ಅಭಿನಯದ ವಿಕ್ಟರಿ 2 ಸಿನಿಮಾದ ಟೀಸರ್​..!,entertainment
ಅಂತಿಮ ಟೆಸ್ಟ್ ಪಂದ್ಯದಲ್ಲಿ ಇಂಗ್ಲೆಂಡ್ ಗೆ ಗೆಲುವು : 5 ಪಂದ್ಯಗಳ ಸರಣಿಯನ್ನ 4-1 ರಿಂದ ಗೆದ್ದ ಇಂಗ್ಲೆಂಡ್,sports
ಪ್ರಿಯಾಂಕಾ ನಿಶ್ಚಿತಾರ್ಥಕ್ಕೆ ಚಿನ್ನದ ಕೇಕ್​ ನೀಡಿದ್ದು ಯಾರು?,entertainment
ಪ್ರೇಮಿಗಳ ದಿನಕ್ಕೆ ಯಂಗ್​​ ರೆಬೆಲ್ ಅಭಿಷೇಕ್​ರಿಂದ​ ಒಲವಿನ ಉಡುಗೊರೆ..!,entertainment
ಗೂಗಲ್​ ಪ್ಲಸ್​ನ 5 ಲಕ್ಷ ಬಳಕೆದಾರರ ಡಾಟಾ ಸೋರಿಕೆ; ನೆಟ್​ವರ್ಕ್​ ಸ್ಥಗಿತಗೊಳಿಸಲು ಸಂಸ್ಥೆ ನಿರ್ಧಾರ,tech
ನವೆಂಬರ್​ನಲ್ಲಿ ಜೋಧ್​ಪುರದಲ್ಲಿ ನಡೆಯಲಿದೆ ನಿಕ್​-ಪ್ರಿಯಾಂಕಾ ಮದುವೆ..!,entertainment
ದ್ರಾವಿಡ್ ದಾಖಲೆಗಳ ಆಳಕ್ಕೆ ಇಳಿದರೆ ಸಿಕ್ಕುತ್ತೆ ಇನ್ನಷ್ಟು ದಾಖಲೆ; ಹ್ಯಾಪಿ ಬರ್ತ್​ಡೇ ರಾಹುಲ್,sports
ಸೆಟ್ಟೇರುತ್ತಿದೆ ಹಿಂದೂ-ಮುಸ್ಲಿಂ ಬಾಂಧವ್ಯದ ಕುರಿತ ‘ಹುಚ್ಚ ವೆಂಕಟ್’ ಸಿನಿಮಾ; ಇಲ್ಲಿ ಭಾರತ-ಪಾಕ್​​ ಲವ್​​ ಸ್ಟೋರಿಯೇ ಹೈಲೈಟ್​!,entertainment
‘ಪವರ್​ ಸ್ಟಾರ್​’ ಪುನೀತ್ ಜೊತೆ ವೇದಿಕೆ ಹಂಚಿಕೊಳ್ಳಲು ನಿಮಗೂ ಸಿಗಬಹುದು ಅವಕಾಶ! ; ಅದಕ್ಕಾಗಿ ನೀವು ಮಾಡಬೇಕಾಗಿದ್ದು ಇಷ್ಟೇ,entertainment
(LIVE): ವಿಂಡೀಸ್ ವಿರುದ್ಧ 9 ವಿಕೆಟ್​ಗಳ ಜಯ: ಟೀಂ ಇಂಡಿಯಾ ಮಡಿಲಿಗೆ ಏಕದಿನ ಸರಣಿ,sports
ಐಪಿಎಲ್ 2018: ಚೆನ್ನೈ ಸೂಪರ್ ಕಿಂಗ್ಸ್ ಹಾಗೂ ಸನ್​ರೈಸರ್ಸ್ ಹೈದರಾಬಾದ್ ಪಂದ್ಯದ ನಡುವಣ ಕೆಲ ಚಿತ್ರಗಳು,sports
ಮತ್ತೆ ಆಸ್ಪತ್ರೆ ಸೇರಿದ ಖ್ಯಾತ ಗಾಯಕ ಸೋನು ನಿಗಮ್​!,entertainment
ಕುತೂಹಲ ಮೂಡಿಸಿದ 'ಟೆರರಿಸ್ಟ್​' ಸಿನಿಮಾ ಟ್ರೈಲರ್​,entertainment
PHOTOS: ಕಿರುತೆರೆಯ ಕಾಮಿಡಿ ಕಿಂಗ್​ ಕಪಿಲ್​ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಕನ್ನಡದ ಕಿಚ್ಚ ಸುದೀಪ್​..!,entertainment
ಆರೋಗ್ಯಕ್ಕಾಗಿ ಗೂಗಲ್; ಭಾರತಕ್ಕೂ ಬಂತು ಹೆಲ್ತ್ ಸರ್ಚ್,tech
ಫಾದರ್ಸ್​​ ಡೇ: 'ತಂದೆ ನನ್ನ ಸ್ಪೂರ್ತಿ ಚಿಲುಮೆ' ಎಂದು ಸ್ಮರಿಸಿದ ಕ್ರಿಕೆಟ್ ದೇವರು,sports
ಕೊಹ್ಲಿ ಪಡೆಗೆ ಸರಣಿ ಸಮಬಲದ ಗುರಿ: ಸೋಲಿನ ಹಣೆಪಟ್ಟಿ ಕಳಚಲು ಆಸೀಸ್ ಸಕಲ ತಯಾರಿ,sports
`ಮಫ್ತಿ'ಗೆ ಬಾಕ್ಸಾಫಿಸ್‍ನಲ್ಲಿ 50ನೇ ದಿನದ ಸಂಭ್ರಮ: ಶಿವಣ್ಣ ಮನೆಯಲ್ಲಿ ಅಭಿಮಾನಿಗಳ ಸಮಾಗಮ,entertainment
11 ವರ್ಷಗಳ ಐಪಿಎಲ್​​ನಲ್ಲಿ 'ಆರ್​ಸಿಬಿ' ನಡೆದು ಬಂದ ಹಾದಿ ಹೀಗಿತ್ತು..!,sports
Photos: ಯಾರಿಗಾಗಿ ಪ್ರಭಾಸ್​ 6 ಸಾವಿರ ಮದುವೆ ಸಂಬಂಧಗಳನ್ನು ನಿರಾಕರಿಸಿದ್ದು​: ಹಾಗಾದರೆ ಅನುಷ್ಕಾ ಗತಿ ಏನು?,entertainment
ಮಗನ ಚಿತ್ರದೊಂದಿಗೆ ಸಾಮಾಜಿಕ ಜಾಲತಾಣಕ್ಕೆ ಮರಳಿದ ಗಾಯಕಿ ಸುನಿಧಿ ಚೌಹಾನ್​,entertainment
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹೊಸ ಆಂದೋಲನ ಆರಂಭಿಸಿದ ಕೇಂದ್ರ ಕ್ರೀಡಾ ಸಚಿವ ರಾಜ್ಯವರ್ದನ್ ಸಿಂಗ್,sports
ಐಸಿಸಿ ವಿಶ್ವಕಪ್​ಗೂ ಮೊದಲೇ ಬಲಾಬಲದ ಚರ್ಚೆ: ಬ್ಯಾಟಿಂಗ್​​ನಲ್ಲಿ ಯಾವ ತಂಡ ಬಲಿಷ್ಠ..?,sports
‘ಲಕ್ಷಣ್​​​ಗೂ ಶರ್ಟ್​​ ತೆಗೆಯುವಂತೆ ಹೇಳಿದ್ದೆ’: ಲಾರ್ಡ್ಸ್​​ನಲ್ಲಿ ಜೆರ್ಸಿ ಬಿಚ್ಚಿದ ಘಟನೆ ನೆನೆದ ಗಂಗೂಲಿ,sports
'ಇನ್​​ಸ್ಟಾಗ್ರಾಂ ಇಂಡಿಯಾ ಅವಾರ್ಡ್ಸ್-2017' ಪ್ರಶಸ್ತಿ ಗೆದ್ದ ದೀಪಿಕಾ-ಕೋಹ್ಲಿ,entertainment
'ಕೆಜಿಎಫ್' ಚಿತ್ರ ನೋಡಿದ್ದ ಅನಿಲ್ ತಡಾನಿ ‘ವಾಟ್ ದ ಹೆಲ್ ಈಸ್ ದಿಸ್’ ಅಂದಿದ್ರಂತೆ!,entertainment
ಫೇಸ್ಬುಕ್​ ಸಹ ಸಂಸ್ಥಾಪಕ ಮಾರ್ಕ್ ಜುಕರ್ ಬರ್ಗ್ ಈಗ ವಿಶ್ವದ 3ನೇ ಶ್ರೀಮಂತ,tech
ಧೋನಿ-2: ಬಾಕ್ಸಾಫೀಸ್​ನಲ್ಲಿ ಧೂಳೆಬ್ಬಿಸಿದ್ದ ಮಹಿಯ ಲೈಫ್ ಹಿಸ್ಟರಿಗೆ ಈಗ ಹೊಸ ಸೀಕ್ವೆಲ್,sports
ರಣಜಿ ಫೈನಲ್: ವಿದರ್ಭ-ಸೌರಾಷ್ಟ್ರ ಸಮಬಲದ ಹೋರಾಟ,sports
ಹಿಂದಿಗೆ ಸೇಲಾಯಿತು ನಿಖಿಲ್​ ಅಭಿನಯದ 'ಸೀತಾರಾಮ ಕಲ್ಯಾಣ' ಸಿನಿಮಾದ ರೈಟ್ಸ್​..!,entertainment
ಭಾರತದಲ್ಲಿ ಶುರುವಾಗತ್ತಾ #MeeToo ಆಂದೋಲನ; ಧ್ವನಿ ಎತ್ತಲಿದ್ದಾರಾ ದೌರ್ಜನ್ಯಕ್ಕೆ ಒಳಗಾದ ಮಹಿಳೆಯರು,entertainment
'ಕುರುಕ್ಷೇತ್ರ' ಸಿನಿಮಾ ತೆರೆಗೆ: ಚಿತ್ರ ಬಿಡುಗಡೆಗೆ ತಡವಾಗುತ್ತಿರೋದು ಏಕೆ ಗೊತ್ತಾ..?,entertainment
ಪುಟ್ಟ ಮಕ್ಕಳ ಜತೆ ಮಕ್ಕಳಂತೆ ಹೆಜ್ಜೆ ಹಾಕಿದ ರಾಕಿಂಗ್​ ಸ್ಟಾರ್​ ಯಶ್​,entertainment
"(VIDEO): ಮಗಳು ಟೀಚರ್, ಅಪ್ಪ ಸ್ಟೂಡೆಂಟ್: ಇದು ಧೋನಿ ಮನೆಯ ಕಥೆ..!",sports
ಭಾರತ vs ಆಸ್ಟ್ರೇಲಿಯಾ: ವಿಕೆಟ್ ಹಿಂದೆ ನಿಂತು ವಿಶ್ವ ದಾಖಲೆ ಸರಿಗಟ್ಟಿದ ಪಂತ್,sports
ಕೆಪಿಎಲ್ 2018: ಇಂದು ಬೆಂಗಳೂರು-ಬಿಜಾಪುರ ನಡುವೆ ಫೈನಲ್​​ ಕಾದಾಟ,sports
ಹರಿಪ್ರಿಯಾ ಜನ್ಮದಿನಕ್ಕೆ ಸಿಕ್ಕಿತು ಪಾರ್ವತಮ್ಮನ ಕಡೆಯಿಂದ ಉಡುಗೊರೆ..!,entertainment
ಫ್ಯಾಮಿಲಿ ಜತೆ ರಜಾದಿನ ಕಳೆಯುತ್ತಿರುವ ಶಾರುಖ್: ಫೋಟೋ ವೈರಲ್,entertainment
ವಾಜಪೇಯಿ ಜೀವನದ ಬೆಳದಿಂಗಳ ಬಾಲೆ: ಯಾರ ಸಿನಿಮಾ ಅವರು 25 ಬಾರಿ ನೋಡಿದ್ದು?,entertainment
Video: ವೈರಲ್​ ಹುಡುಗಿ ಪ್ರಿಯಾ ಪ್ರಕಾಶ್​​ ವಾರಿಯರ್​ ಅವರ ಮನದಾಳದ ಮಾತುಗಳು,entertainment
ನೀತಿ ಸಂಹಿತೆ ಉಲ್ಲಂಘನೆ ಕೇಸ್: ನಟಿ ಪೂಜಾಗಾಂಧಿ ಖುಲಾಸೆ,entertainment
ಮನೆ ಖರೀದಿಸುವವರಿಗೆ ಶುಭ ಸುದ್ದಿ: ಮುಂದಿನ ತಿಂಗಳು ಮೋದಿ ಸರ್ಕಾರ ನೀಡಲಿದೆ ಸಿಹಿ ಸುದ್ದಿ,tech
PHOTOS: ಬೆಂಗಳೂರಿನ ದೇವಾಲಯಗಳಿಗೆ ಭೇಟಿ ನೀಡಿದ 'ನಟಸಾರ್ವಭೌಮ',entertainment
ಡರ್ಬಾನ್: ಗೆಲುವಿನ ಖುಷಿಯಲ್ಲಿ ಅಭಿಮಾನಿಗಳೊಂದಿಗೆ ಸಮಯ ಕಳೆದ ವಿರಾಟ್ ಕೊಹ್ಲಿ,sports
PHOTOS: ನವಿರಾದ ಪ್ರೇಮ ಕತೆಯ 'ಬಜಾರ್​'ನ ಕೆಲವು ಫೋಟೋಗಳು ನಿಮಗಾಗಿ..!,entertainment
ಶತಕದ ಸಾಧನೆ ಮಾಡಿದ ಪೃಥ್ವಿ ಶಾ ಕೋಚ್ ದ್ರಾವಿಡ್ ಬಗ್ಗೆ ಹೇಳಿದ್ದೇನು..?,sports
#MeToo ಪರ-ವಿರೋಧದ ಬಗ್ಗೆ ನಾಲ್ಕು ಪುಟಗಳ ಪತ್ರ ಬರೆದ ಪ್ರಕಾಶ್​ ರೈ..!,entertainment
ಚಂದನವನದಲ್ಲಿ ಬರಲಿದ್ದಾನೆ ಸಂಕಷ್ಟ`ಕರ' ಗಣಪ !,entertainment
ಭಾರತ ಹಾಗೂ ಪಾಕಿಸ್ತಾನ ನಡುವೆ ನಡೆದ ಪಂದ್ಯದ ಚಿತ್ರಪಟಗಳು,sports
ಸಲ್ಮಾನ್ ಖಾನ್​ ಜತೆ ತೆರೆ ಹಂಚಿಕೊಳ್ಳಲಿರುವ ಕಿಚ್ಚ ಸುದೀಪ್​!,entertainment
PHOTOS: ಸುಜುಕಿ ಜಿಮ್ಮಿ ಕಾರು ಹೇಗಿದೆ ಗೊತ್ತಾ..?,tech
ಕಾಲೇಜಿನಲ್ಲಿ ಆರತಿಯನ್ನೇ ಚುಡಾಯಿಸುತ್ತಿದ್ದ ಅಂಬಿ: ಇದೇ ಜೋಡಿ ಕಡೆಗೆ 'ನಾಗರಹಾವಿ'ನಲ್ಲೂ ಅದೇ ದೃಶ್ಯಕ್ಕೆ ಸಾಕ್ಷಿಯಾದರು..!,entertainment
'ಡಿಆರ್​ಎಸ್ ಕಿಂಗ್ ಈ ಮಹೇಂದ್ರ ಸಿಂಗ್': ಧೋನಿ ರಿವ್ಯೂಗೆ ಬೆಚ್ಚಿಬಿದ್ದ ಪಾಕ್,sports
ಟ್ರೇಲರ್​ನಲ್ಲಿ ಎದ್ದು ಕಾಣುತ್ತೆ ಈ ಮಣ್ಣಿನ ಸೊಗಡು: `ಡೇಸ್ ಆಫ್ ಬೋರಾಪುರ'ದ ಯುವ ಉತ್ಸಾಹಿಗಳಿಗೇಕೆ ಡಬಲ್ ಮೀನಿಂಗ್ ಜಾಡು!,entertainment
ಸೆಟ್ಟೇರಿತು ರಾಜಮೌಳಿಯ ಹೊಸ ಚಿತ್ರ: ಈ ಬಾರಿ ಜೂ.ಎನ್​ಟಿಆರ್ vs ರಾಮ್​ ಚರಣ್,entertainment
ಏಕದಿನ ಕ್ರಿಕೆಟ್​ನಲ್ಲಿ ಹೊಸ ಇತಿಹಾಸ: ಕೇವಲ 3.2 ಓವರ್​​ಗಳಲ್ಲೇ ಗುರಿ ಮುಟ್ಟಿದ ತಂಡ,sports
ಚಾರುಲತಾ ಗೂಗ್ಲಿಗೆ ಸಂಜು ಸ್ಯಾಮ್ಸನ್ ಕ್ಲೀನ್ ಬೌಲ್ಡ್,sports
ಅಣ್ತಮ್ಮಂದೇ ಹವಾ..! 12 ದಿನಗಳಲ್ಲಿ ಕೆಜಿಎಫ್ ಸಿನಿಮಾ ಗಳಿಸಿದ ಹಣವೆಷ್ಟು?,entertainment
‘ಗೂಗ್ಲಿ 2’ಗಾಗಿ ಮತ್ತೆ ಕನ್ನಡಕ್ಕೆ ಬರ್ತಾರೆ ಅನುಪಮಾ?; ‘ನಟಸಾರ್ವಭೌಮ’ನ ನಾಯಕಿಗೆ ಸ್ಯಾಂಡಲ್​ವುಡ್​ನಲ್ಲಿ ಮತ್ತೊಂದು ಅವಕಾಶ​,entertainment
'ರನ್​​ ಮೆಷಿನ್' ದಾಖಲೆಯನ್ನು ಪುಡಿ ಮಾಡಿದ 'ಹಿಟ್​ಮ್ಯಾನ್​​',sports
ವರ್ಷದ ಕನ್ನಡಿಗ ಕಾರ್ಯಕ್ರಮವನ್ನು ಕುರಿತು ತಮ್ಮ ಅಭಿಪ್ರಾಯವನ್ನು ವ್ಯಕ್ತಪಡಿಸಿದ ಜೆಡಿಎಸ್​ ಮುಖಂಡ ಶರವಣ,entertainment
ಇನ್​​​ಸ್ಟಾದಲ್ಲಿ ಪಂತ್ ಹವಾ: ರಿಷಭ್ ಜೊತೆಗಿರುವ ಈ ಲೇಡಿ ಯಾರು..?,sports
ನ್ಯೂಸ್18​ ಕನ್ನಡದ ಜೊತೆ ಕೆಜಿಎಫ್​ ಅಮ್ಮ​ ಅರ್ಚನಾ ಮಾತು ನಿರೀಕ್ಷಿಸಿ ಯಶೋಮಾತೆ,entertainment
ರಿಯಲ್​ ಮಿ 2 ಬಿಡುಗಡೆಗೆ ಒಂದೇ ದಿನ ಬಾಕಿ,tech
ಹುಟ್ಟುಹಬ್ಬದ ಸಂಭ್ರಮದಲ್ಲಿ ಕಾಮಿಡಿ ಅಧ್ಯಕ್ಷ,entertainment
ಮಹಿಳಾ ವಿಶ್ವ ಬಾಕ್ಸಿಂಗ್: 6ನೇ ಐತಿಹಾಸಿಕ ಚಿನ್ನದ ಮೇಲೆ ಕಣ್ಣಿಟ್ಟ ಮೇರಿ ಕೋಮ್,sports
#PHOTOS: ಅಮಿತಾಭ್ ಬಚ್ಚನ್ ಮೊಮ್ಮಗನ ಫೋಟೋ ಸಖತ್ ವೈರಲ್,entertainment
Yajamana Movie: 25 ಸಿನಿಮಾಗಳಲ್ಲಿ ಮೋಡಿ ಮಾಡಿದ ದರ್ಶನ್​ -ಹರಿಕೃಷ್ಣ ಜೋಡಿ..!,entertainment
Yajamana Movie Review: ಕಾವೇರಿ ಕಾಯುವ ದಾಸ ಎಲ್ಲರಿಗೂ ಖಾಸ ಖಾಸ: ಸಿನಿಮಾ ನೋಡಿದವ ಹೇಳೋದು ನಾನೇ 'ಯಜಮಾನ'..!,entertainment
ದೀಪಿಕಾ-ರಣವೀರ್​ ಇನ್ನೂ ಒಂದು ವರ್ಷ ಇರಬೇಕು ದೂರ-ದೂರ..!,entertainment
ಆಂಗ್ಲರನ್ನು ಹೆಡೆಮುರಿ ಕಟ್ಟಿದ ರಾಹುಲ್ ಪಡೆ; ಭಾರತ ಎ ತಂಡಕ್ಕೆ ಸರಣಿ ಜಯ,sports
ತಮನ್ನಾ ಎಷ್ಟು ಮದುವೆಯಾಗಿದ್ದಾರೆ: ಇದಕ್ಕೆ ಅವರೇ ಕೊಟ್ಟಿದ್ದಾರೆ ಉತ್ತರ...!,entertainment
ಏಷ್ಯಾಕಪ್ ಕ್ರಿಕೆಟ್ ವೀಕ್ಷಿಸಲು ನಾಳೆ ಪಾಕ್ ಪ್ರಧಾನಿ ದುಬೈಗೆ,sports
ದುಬೈನಿಂದ ಇಂದು ಮುಂಬೈಗೆ ನಟಿ ಶ್ರೀದೇವಿ ಪಾರ್ಥಿವ ಶರೀರ:ಅಗಲಿದ ಮೋಹಕ ತಾರೆಗೆ ಚಿತ್ರರಂಗದ ಕಂಬನಿ,entertainment
ಅಕ್ಷಯ್​ ಕುಮಾರ್​ ಶೇರ್​ ಮಾಡಿದ್ದು ಒಂದು ಸೆಲ್ಫಿ: ಹೆಚ್ಚಿತು ‘ಹೇರಾ-ಫೇರಿ 3’ ಸಿನಿಮಾದ ಬೇಡಿಕೆ,entertainment
ಸೌರವ್ ಗಂಗೂಲಿ ಮತ್ತು ಧೋನಿ ಮಧ್ಯೆ ಅಸಮಾಧಾನವಿತ್ತಾ..? ‘ದಾದಾ’ ಹೇಳಿದ್ದಾರೆ ಕೇಳಿ,sports
ರಾಷ್ಟ್ರೀಯ ಕಬಡ್ಡಿ: ಮಹೀಂದ್ರಾ ಆಂಡ್ ಮಹೀಂದ್ರಾ ತಂಡಕ್ಕೆ ಚಾಂಪಿಯನ್ ಪಟ್ಟ,sports
"CWG 2018; ಸೈನಾಗೆ ಚಿನ್ನ, ಸಿಂಧು, ಕಿಡಂಬಿ ಶ್ರೀಕಾಂತ್​ಗೆ ಬೆಳ್ಳಿ",sports
ಐಟಿ ದಾಳಿ ಹಿಂದಿದೆಯಾ ರಾಜಕೀಯ ಹುನ್ನಾರ: ಅಲ್ಲಾಡಲಿದೆಯಾ ರಾಕ್​ಲೈನ್​ ಕೋಟೆಯ ಬುನಾದಿ..?,entertainment
ನೆರೆ ಸಂತ್ರಸ್ತರನ್ನು ಭೇಟಿಯಾಗಿ ಪರಿಹಾರ ನೀಡಿದ ಕೊಡಗಿನ ಬೆಡಗಿ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣ,entertainment
ಬಾಂಗ್ಲಾಗೆ ಡಿಕೆ ಡಿಚ್ಚಿ; ತನ್ನ ಬ್ಯಾಟಿಂಗ್ ಬಗ್ಗೆ ದಿನೇಶ್ ಕಾರ್ತಿಕ್ ಹೇಳಿಕೊಂಡಿದ್ದೇನು?,sports
ಮೈದಾನದಲ್ಲೇ ಬಟ್ಟೆ ಬದಲಿಸಿದ ಟೆನಿಸ್ ಆಟಗಾರ್ತಿ: ವಿಡಿಯೋ ವೈರಲ್,sports
'ಅಂಬಿ ನಿಂಗ್​ ವಯಸ್ಸಾಯ್ತೋ' ಚಿತ್ರ ಆನ್​ಲೈನ್​ನಲ್ಲಿ; ಕಿಡಿಗೇಡಿಗಳ ಕೃತ್ಯಕ್ಕೆ ಸುದೀಪ್​ ಗರಂ,entertainment
99 Movie: ಗೋಲ್ಡನ್​ ಸ್ಟಾರ್​ ಗಣೇಶ್​ 'ಹೇಳಿ ಹೋಗು ಕಾರಣ' ಎನ್ನುತ್ತಿರುವುದು ಯಾರಿಗೆ ಗೊತ್ತಾ..?,entertainment
ಭಾನುವಾರ ಆರಂಭವಾಗಲಿದೆ ‘ಕೆಜಿಎಫ್’ ಚಿತ್ರದ ಮುಂಗಡ ಬುಕಿಂಗ್,entertainment
ನಿಸರ್ಗದ ಮಡಿಲಲ್ಲಿ ಕೊಹ್ಲಿ-ಅನುಷ್ಕಾ ರೊಮ್ಯಾನ್ಸ್​: ಫೋಟೋ ವೈರಲ್,entertainment
ಎಲ್ಲಿ ಹೋದರು ಸ್ಯಾಂಡಲ್​ವುಡ್​ ಬ್ಯೂಟಿ ಶ್ರುತಿ ಹರಿಹರನ್​?,entertainment
2019ರ ವಿಶ್ವಕಪ್​ನಲ್ಲಿ ಕರ್ನಾಟಕದ ಈ ಆಟಗಾರನಿಗೆ ಅವಕಾಶ ನೀಡಲೇಬೇಕೆಂದ ಕಪಿಲ್ ದೇವ್,sports
3ನೇ ಟೆಸ್ಟ್​: ಭಾರತ vs ಆಸ್ಟ್ರೇಲಿಯಾ 3ನೇ ದಿನದಾಟದ ಕೆಲ ರೋಚಕ ಕ್ಷಣಗಳು,sports
ಲಂಡನ್​ನಲ್ಲಿ ನಡೆಯಲಿದೆ 'ಲಂಡನ್‍ನಲ್ಲಿ ಲಂಬೋದರ'ನ ಚಿತ್ರೀಕರಣ,entertainment
ನಟ ದುನಿಯಾ ವಿಜಯ್​ಗೆ ಪೊಲೀಸ್ ವಿಚಾರಣೆಯಿಂದ ಮುಕ್ತಿ ಇಲ್ಲ,entertainment
ಪ್ರತಿ ದಿನ ಟೈಗರ್ ಶ್ರಾಫ್ ಅವರ ಮೊಬೈಲ್ ಚೆಕ್ ಮಾಡುತ್ತಾರಂತೆ ಅವರ ಗರ್ಲ್’ಫ್ರೆಂಡ್’ ದಿಶಾ…,entertainment
ಇಂಗ್ಲೆಂಡ್ ಸರಣಿ ಭಾರತಕ್ಕೆ ಕಬ್ಬಿಣದ ಕಡಲೆಯಾಗುತ್ತಾ..? ಆಂಗ್ಲರ ಅಬ್ಬರಕ್ಕೆ ಕೊಹ್ಲಿ ಪಡೆಗೆ ಶುರುವಾಗಿದೆ ನಡುಕ,sports
"420 ರೂಪಾಯಿ ತಿಂಗಳಿಗೆ ಕಟ್ಟಿ, 15 ಲಕ್ಷ ವಿಮೆ ಪಡೆಯಿರಿ: LICಯ ಅತ್ಯುತ್ತಮ ಪಾಲಿಸಿ!",tech
ನೆಚ್ಚಿನ ನಟನನ್ನು​ ಭೇಟಿಯಾಗಲು ಸಾಧ್ಯವಾಗಿಲ್ಲವೆಂದು ಅಭಿಮಾನಿ ಆತ್ಮಹತ್ಯೆ,entertainment
ಟೀಂ ಇಂಡಿಯಾ ಲಂಡನ್ ಹೈಕಮಿಶನ್ ಭೇಟಿ; ವಿರುಷ್ಕಾ ವಿರುದ್ಧ ಕ್ರಿಕೆಟ್ ಅಭಿಮಾನಿಗಳ ಕಿಡಿ,sports
ಡೇ ಫೋಟೋಸ್ ಫೆಬ್ರವರಿ 21,entertainment
ಈ ಹೂಡಿಕೆಯಿಂದ ಸಿಗುತ್ತೆ ಉಳಿತಾಯ ಖಾತೆಗಿಂತ ಹೆಚ್ಚಿನ ಬಡ್ಡಿದರ,tech
ನಾಯಕನಾಗಿ 3000 ರನ್: 'ರನ್​​ ಮೆಶಿನ್ ಕೊಹ್ಲಿ' ಖಾತೆಗೆ ಮತ್ತೊಂದು ದಾಖಲೆ,sports
"ಖೇಲ್ ರತ್ನ, ದ್ರೋಣಾಚಾರ್ಯ ಪ್ರಶಸ್ತಿಗೆ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಮತ್ತು ದ್ರಾವಿಡ್ ಹೆಸರು ಶಿಫಾರಸ್ಸು",sports
ಐಪಿಎಲ್​ 2018: ಸನ್​ರೈಸರ್ಸ್​​​​ ಹೈದರಾಬಾದ್ ಹಾಗೂ ರಾಜಸ್ಥಾನ್ ರಾಯಲ್ಸ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಫೋಟೋಗಳು,sports
ಮೊದಲ ದಿನ 200 ಚಿತ್ರ ಮಂದಿರಗಳಲ್ಲಿ ಯಶ್ವಸಿ ಪ್ರದರ್ಶನ ಕಂಡ 'ನಾಗರಹಾವು'!,entertainment
"ಮೊದಲು ಶಮಿ ಮ್ಯಾಜಿಕ್, ಬಳಿಕ ನಿರೀಕ್ಷೆಗೂ ಮೀರಿ ಕುಸಿತ: ಇಲ್ಲಿವೆ ಭಾರತದ 4ನೇ ದಿನದ ಹೈಲೈಟ್ಸ್",sports
ಆಂಗ್ಲರ ನೆಲದಲ್ಲಿ ಟೆಸ್ಟ್ ಸರಣಿ ಗೆಲ್ಲುವ ಕೊಹ್ಲಿ ಕನಸು ಭಗ್ನ: 4ನೇ ಟೆಸ್ಟ್​ನಲ್ಲಿ ಇಂಗ್ಲೆಂಡ್​ಗೆ ಜಯ,sports
ನಿರ್ದೇಶಕ ಸುಶಿ ಗಣೇಶನ್​ ವಿರುದ್ಧ 'ಹೆಬ್ಬುಲಿ’ ನಟಿಯಿಂದ #MeToo ಆರೋಪ!,entertainment
ಜಿಯೋ ಡಬಲ್ ಧಮಾಕಾ: ಪ್ರತಿದಿನ ಸಿಗುತ್ತೆ ಹೆಚ್ಚುವರಿ 2GB ಡೇಟಾ,tech
ಬೆತ್ತಲಾಗಿ ವಿವಾಹವಾಗುತ್ತಾರಂತೆ ರಾಖಿ ಸಾವಂತ್; ಇದರ ಹಿಂದಿದೆ ಸಾಮಾಜಿಕ ಕಳಕಳಿ!,entertainment
Petta Movie Review: 90ರ ದಶಕದ ಗತ್ತಿನಲ್ಲಿ ಕಂಬ್ಯಾಕ್​ ಮಾಡಿದ 'ಸೂಪರ್​ ಸ್ಟಾರ್​' ರಜನಿ,entertainment
ಚಾಮುಂಡೇಶ್ವರಿಗೆ ವಿಶೇಷ ಪೂಜೆ ಸಲ್ಲಿಸಿದ ಪವರ್ ಸ್ಟಾರ್,entertainment
ಚಿರಂಜೀವಿ ಸರ್ಜಾ ಮತ್ತು ಮೇಘನಾ ರಾಜ್ ಮದುವೆ ಸಂಭ್ರಮ,entertainment
ಭಾರತಕ್ಕೆ ವೆಸ್ಟ್​​ಇಂಡೀಸ್ ಮೊದಲ ಎದುರಾಳಿ: ಟೆಸ್ಟ್ ಚಾಂಪಿಯನ್​ ಶಿಪ್ ವೇಳಾಪಟ್ಟಿ ಪ್ರಕಟಿಸಿದ ಐಸಿಸಿ,sports
